Name,Sex,Team,NOC,Year,City,Sport,Event,Medal,Division
Miyuki Nakagawa,F,Japan,JPN,2012,London,Hockey,Hockey Women's Hockey,No medal,16
Miyuki Nakagawa,F,Japan,JPN,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal,16
Nagisa Hayashi,F,Japan,JPN,2012,London,Hockey,Hockey Women's Hockey,No medal,16
Nagisa Hayashi,F,Japan,JPN,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal,16
Sakiyo Asano,F,Japan,JPN,2012,London,Hockey,Hockey Women's Hockey,No medal,16
Sakiyo Asano,F,Japan,JPN,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal,16
Cheon Eun-bi,F,South Korea,KOR,2012,London,Hockey,Hockey Women's Hockey,No medal,16
Cheon Eun-bi,F,South Korea,KOR,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal,16
Han Hye-ryeong,F,South Korea,KOR,2012,London,Hockey,Hockey Women's Hockey,No medal,16
Han Hye-ryeong,F,South Korea,KOR,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal,16
Jang Su-ji,F,South Korea,KOR,2012,London,Hockey,Hockey Women's Hockey,No medal,16
Jang Su-ji,F,South Korea,KOR,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal,16
Kim Jong-eun,F,South Korea,KOR,2012,London,Hockey,Hockey Women's Hockey,No medal,16
Kim Jong-eun,F,South Korea,KOR,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal,16
Park Gi-ju,F,South Korea,KOR,2012,London,Hockey,Hockey Women's Hockey,No medal,16
Park Gi-ju,F,South Korea,KOR,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal,16
Park Mi-hyeon,F,South Korea,KOR,2012,London,Hockey,Hockey Women's Hockey,No medal,16
Park Mi-hyeon,F,South Korea,KOR,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal,16
Oribe Morones,M,Mexico,MEX,2012,London,Football,Football Men's Football,Gold,16
Alexander Baart,M,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,No medal,16
Billy Bakker,M,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,No medal,16
Bob Voogd,M,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,No medal,16
Caia Maasakker,F,Netherlands,NED,2012,London,Hockey,Hockey Women's Hockey,Gold,16
Caia Maasakker,F,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver,16
Carlien Heuvel,F,Netherlands,NED,2012,London,Hockey,Hockey Women's Hockey,Gold,16
Carlien Heuvel,F,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver,16
Ellen Hoog,F,Netherlands,NED,2012,London,Hockey,Hockey Women's Hockey,Gold,16
Ellen Hoog,F,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver,16
Eva Goede,F,Netherlands,NED,2012,London,Hockey,Hockey Women's Hockey,Gold,16
Eva Goede,F,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver,16
Jacob Stockmann,M,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,No medal,16
Joyce Sombroek,F,Netherlands,NED,2012,London,Hockey,Hockey Women's Hockey,Gold,16
Joyce Sombroek,F,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver,16
Kelly Jonker,F,Netherlands,NED,2012,London,Hockey,Hockey Women's Hockey,Gold,16
Kelly Jonker,F,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver,16
Kitty Male,F,Netherlands,NED,2012,London,Hockey,Hockey Women's Hockey,Gold,16
Kitty Male,F,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver,16
Lidewij Welten,F,Netherlands,NED,2012,London,Hockey,Hockey Women's Hockey,Gold,16
Lidewij Welten,F,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver,16
Maartje Paumen,F,Netherlands,NED,2012,London,Hockey,Hockey Women's Hockey,Gold,16
Maartje Paumen,F,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver,16
Margot Geffen,F,Netherlands,NED,2012,London,Hockey,Hockey Women's Hockey,Gold,16
Margot Geffen,F,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver,16
Mink Weerden,M,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,No medal,16
Naomi As,F,Netherlands,NED,2012,London,Hockey,Hockey Women's Hockey,Gold,16
Naomi As,F,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver,16
Robbert Kemperman,M,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,No medal,16
Robert Horst,M,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,No medal,16
Rogier Hofman,M,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,No medal,16
Sander Wijn,M,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,No medal,16
Valentin Verga,M,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,No medal,16
Abby Erceg,F,New Zealand,NZL,2016,Rio de Janeiro,Football,Football Women's Football,No medal,16
Alexandra Riley,F,New Zealand,NZL,2016,Rio de Janeiro,Football,Football Women's Football,No medal,16
Amber Hearn,F,New Zealand,NZL,2016,Rio de Janeiro,Football,Football Women's Football,No medal,16
Anita Punt-mclaren,F,New Zealand,NZL,2012,London,Hockey,Hockey Women's Hockey,No medal,16
Anita Punt-mclaren,F,New Zealand,NZL,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal,16
Annalie Longo,F,New Zealand,NZL,2016,Rio de Janeiro,Football,Football Women's Football,No medal,16
Betsy Hassett,F,New Zealand,NZL,2016,Rio de Janeiro,Football,Football Women's Football,No medal,16
Blair Hilton,M,New Zealand,NZL,2012,London,Hockey,Hockey Men's Hockey,No medal,16
Blair Hilton,M,New Zealand,NZL,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,No medal,16
Bradley Shaw,M,New Zealand,NZL,2012,London,Hockey,Hockey Men's Hockey,No medal,16
Bradley Shaw,M,New Zealand,NZL,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,No medal,16
Charlotte Harrison,F,New Zealand,NZL,2012,London,Hockey,Hockey Women's Hockey,No medal,16
Charlotte Harrison,F,New Zealand,NZL,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal,16
Gemma Flynn,F,New Zealand,NZL,2012,London,Hockey,Hockey Women's Hockey,No medal,16
Gemma Flynn,F,New Zealand,NZL,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal,16
Hannah Wilkinson,F,New Zealand,NZL,2016,Rio de Janeiro,Football,Football Women's Football,No medal,16
Hugo Inglis,M,New Zealand,NZL,2012,London,Hockey,Hockey Men's Hockey,No medal,16
Hugo Inglis,M,New Zealand,NZL,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,No medal,16
Katie Hoyle-duncan,F,New Zealand,NZL,2016,Rio de Janeiro,Football,Football Women's Football,No medal,16
Kayla Sharland-whitelock,F,New Zealand,NZL,2012,London,Hockey,Hockey Women's Hockey,No medal,16
Kayla Sharland-whitelock,F,New Zealand,NZL,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal,16
Kirsty Yallop,F,New Zealand,NZL,2016,Rio de Janeiro,Football,Football Women's Football,No medal,16
Nicholas Wilson,M,New Zealand,NZL,2012,London,Hockey,Hockey Men's Hockey,No medal,16
Nicholas Wilson,M,New Zealand,NZL,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,No medal,16
Ria Percival,F,New Zealand,NZL,2016,Rio de Janeiro,Football,Football Women's Football,No medal,16
Rosemary White,F,New Zealand,NZL,2016,Rio de Janeiro,Football,Football Women's Football,No medal,16
Ryan Archibald,M,New Zealand,NZL,2012,London,Hockey,Hockey Men's Hockey,No medal,16
Ryan Archibald,M,New Zealand,NZL,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,No medal,16
Samantha Charlton,F,New Zealand,NZL,2012,London,Hockey,Hockey Women's Hockey,No medal,16
Samantha Charlton,F,New Zealand,NZL,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal,16
Sarah Gregorius,F,New Zealand,NZL,2016,Rio de Janeiro,Football,Football Women's Football,No medal,16
Shea Mcaleese,M,New Zealand,NZL,2012,London,Hockey,Hockey Men's Hockey,No medal,16
Shea Mcaleese,M,New Zealand,NZL,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,No medal,16
Simon Child,M,New Zealand,NZL,2012,London,Hockey,Hockey Men's Hockey,No medal,16
Simon Child,M,New Zealand,NZL,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,No medal,16
Stacey Michelsen,F,New Zealand,NZL,2012,London,Hockey,Hockey Women's Hockey,No medal,16
Stacey Michelsen,F,New Zealand,NZL,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal,16
Stephen Jenness,M,New Zealand,NZL,2012,London,Hockey,Hockey Men's Hockey,No medal,16
Stephen Jenness,M,New Zealand,NZL,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,No medal,16
Muhammad Rizwan,M,Pakistan,PAK,2012,London,Hockey,Hockey Men's Hockey,No medal,16
Muhammad Rizwan,M,Pakistan,PAK,2012,London,Hockey,Hockey Men's Hockey,No medal,16
Amanda Dlamini,F,South Africa,RSA,2012,London,Football,Football Women's Football,No medal,16
Amanda Dlamini,F,South Africa,RSA,2016,Rio de Janeiro,Football,Football Women's Football,No medal,16
Janine Wyk,F,South Africa,RSA,2012,London,Football,Football Women's Football,No medal,16
Janine Wyk,F,South Africa,RSA,2016,Rio de Janeiro,Football,Football Women's Football,No medal,16
Noko Matlou,F,South Africa,RSA,2012,London,Football,Football Women's Football,No medal,16
Noko Matlou,F,South Africa,RSA,2016,Rio de Janeiro,Football,Football Women's Football,No medal,16
Nompumelelo Nyandeni,F,South Africa,RSA,2012,London,Football,Football Women's Football,No medal,16
Nompumelelo Nyandeni,F,South Africa,RSA,2016,Rio de Janeiro,Football,Football Women's Football,No medal,16
Nothando Vilakazi,F,South Africa,RSA,2012,London,Football,Football Women's Football,No medal,16
Nothando Vilakazi,F,South Africa,RSA,2016,Rio de Janeiro,Football,Football Women's Football,No medal,16
Refiloe Jane,F,South Africa,RSA,2012,London,Football,Football Women's Football,No medal,16
Refiloe Jane,F,South Africa,RSA,2016,Rio de Janeiro,Football,Football Women's Football,No medal,16
Roxanne Barker,F,South Africa,RSA,2012,London,Football,Football Women's Football,No medal,16
Roxanne Barker,F,South Africa,RSA,2016,Rio de Janeiro,Football,Football Women's Football,No medal,16
Sanah Mollo,F,South Africa,RSA,2012,London,Football,Football Women's Football,No medal,16
Sanah Mollo,F,South Africa,RSA,2016,Rio de Janeiro,Football,Football Women's Football,No medal,16
Charlotta Schelin,F,Sweden,SWE,2012,London,Football,Football Women's Football,No medal,16
Emma Berglund,F,Sweden,SWE,2012,London,Football,Football Women's Football,No medal,16
Eva Jakobsson,F,Sweden,SWE,2012,London,Football,Football Women's Football,No medal,16
Kosovare Asllani,F,Sweden,SWE,2012,London,Football,Football Women's Football,No medal,16
Linda Sembrant,F,Sweden,SWE,2012,London,Football,Football Women's Football,No medal,16
Lisa Dahlkvist,F,Sweden,SWE,2012,London,Football,Football Women's Football,No medal,16
Rut Lindahl,F,Sweden,SWE,2012,London,Football,Football Women's Football,No medal,16
Sara Seger,F,Sweden,SWE,2012,London,Football,Football Women's Football,No medal,16
sa Fischer,F,Sweden,SWE,2012,London,Football,Football Women's Football,No medal,16
Julia Reinprecht,F,United States,USA,2012,London,Hockey,Hockey Women's Hockey,No medal,16
Julia Reinprecht,F,United States,USA,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal,16
Katelyn Falgowski,F,United States,USA,2012,London,Hockey,Hockey Women's Hockey,No medal,16
Katelyn Falgowski,F,United States,USA,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal,16
Katherine Reinprecht,F,United States,USA,2012,London,Hockey,Hockey Women's Hockey,No medal,16
Katherine Reinprecht,F,United States,USA,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal,16
Kathleen O'donnell-bam,F,United States,USA,2012,London,Hockey,Hockey Women's Hockey,No medal,16
Kathleen O'donnell-bam,F,United States,USA,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal,16
Lauren Crandall,F,United States,USA,2012,London,Hockey,Hockey Women's Hockey,No medal,16
Lauren Crandall,F,United States,USA,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal,16
Melissa Gonzalez,F,United States,USA,2012,London,Hockey,Hockey Women's Hockey,No medal,16
Melissa Gonzalez,F,United States,USA,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal,16
Michelle Kasold,F,United States,USA,2012,London,Hockey,Hockey Women's Hockey,No medal,16
Michelle Kasold,F,United States,USA,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal,16
Michelle Vittese,F,United States,USA,2012,London,Hockey,Hockey Women's Hockey,No medal,16
Michelle Vittese,F,United States,USA,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal,16
Rachel Dawson,F,United States,USA,2012,London,Hockey,Hockey Women's Hockey,No medal,16
Rachel Dawson,F,United States,USA,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal,16
Azenaide Carlos,F,Angola,ANG,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,15
Cristina Branco,F,Angola,ANG,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,15
Isabel Guialo,F,Angola,ANG,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,15
Lusa Kiala,F,Angola,ANG,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,15
Magda Cazanga,F,Angola,ANG,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,15
Natlia Bernardo,F,Angola,ANG,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,15
Neyde Barbosa,F,Angola,ANG,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,15
Carla Rebecchi,F,Argentina,ARG,2012,London,Hockey,Hockey Women's Hockey,Silver,15
Delfina Merino,F,Argentina,ARG,2012,London,Hockey,Hockey Women's Hockey,Silver,15
Federico Fernndez,M,Argentina,ARG,2012,London,Handball,Handball Men's Handball,No medal,15
Federico Pizarro,M,Argentina,ARG,2012,London,Handball,Handball Men's Handball,No medal,15
Federico Vieyra,M,Argentina,ARG,2012,London,Handball,Handball Men's Handball,No medal,15
Fernando Garca,M,Argentina,ARG,2012,London,Handball,Handball Men's Handball,No medal,15
Florencia Habif,F,Argentina,ARG,2012,London,Hockey,Hockey Women's Hockey,Silver,15
Gonzalo Carou,M,Argentina,ARG,2012,London,Handball,Handball Men's Handball,No medal,15
Leonardo Querin,M,Argentina,ARG,2012,London,Handball,Handball Men's Handball,No medal,15
Mara Barrionuevo,F,Argentina,ARG,2012,London,Hockey,Hockey Women's Hockey,Silver,15
Mara Mutio,F,Argentina,ARG,2012,London,Hockey,Hockey Women's Hockey,Silver,15
Martina Cavallero,F,Argentina,ARG,2012,London,Hockey,Hockey Women's Hockey,Silver,15
Matas Schulz,M,Argentina,ARG,2012,London,Handball,Handball Men's Handball,No medal,15
Pablo Portela,M,Argentina,ARG,2012,London,Handball,Handball Men's Handball,No medal,15
Roco Moccia,F,Argentina,ARG,2012,London,Hockey,Hockey Women's Hockey,Silver,15
Sebastin Moldes,M,Argentina,ARG,2012,London,Handball,Handball Men's Handball,No medal,15
Domagoj Duvnjak,M,Croatia,CRO,2012,London,Handball,Handball Men's Handball,Bronze,15
Ivan Upi,M,Croatia,CRO,2012,London,Handball,Handball Men's Handball,Bronze,15
Jakov Gojun,M,Croatia,CRO,2012,London,Handball,Handball Men's Handball,Bronze,15
Manuel Trlek,M,Croatia,CRO,2012,London,Handball,Handball Men's Handball,Bronze,15
Marko Kopljar,M,Croatia,CRO,2012,London,Handball,Handball Men's Handball,Bronze,15
Zlatko Horvat,M,Croatia,CRO,2012,London,Handball,Handball Men's Handball,Bronze,15
Kasper Sarup,M,Denmark,DEN,2012,London,Handball,Handball Men's Handball,No medal,15
Lasse Hansen,M,Denmark,DEN,2012,London,Handball,Handball Men's Handball,No medal,15
Mikkel Hansen,M,Denmark,DEN,2012,London,Handball,Handball Men's Handball,No medal,15
Niklas Jacobsen,M,Denmark,DEN,2012,London,Handball,Handball Men's Handball,No medal,15
Ren Hansen,M,Denmark,DEN,2012,London,Handball,Handball Men's Handball,No medal,15
Carmen Berenguer,F,Spain,ESP,2012,London,Handball,Handball Women's Handball,Bronze,15
Elisabeth Senz,F,Spain,ESP,2012,London,Handball,Handball Women's Handball,Bronze,15
Macarena Daz,F,Spain,ESP,2012,London,Handball,Handball Women's Handball,Bronze,15
Marta Gonzlez,F,Spain,ESP,2012,London,Handball,Handball Women's Handball,Bronze,15
Marta Herrero,F,Spain,ESP,2012,London,Handball,Handball Women's Handball,Bronze,15
Nely Francisca,F,Spain,ESP,2012,London,Handball,Handball Women's Handball,Bronze,15
Patricia Eguiara,F,Spain,ESP,2012,London,Handball,Handball Women's Handball,Bronze,15
Silvia Jimnez,F,Spain,ESP,2012,London,Handball,Handball Women's Handball,Bronze,15
Cdric Sorhaindo,M,France,FRA,2012,London,Handball,Handball Men's Handball,Gold,15
Cdric Sorhaindo,M,France,FRA,2016,Rio de Janeiro,Handball,Handball Men's Handball,Silver,15
Daniel Narcisse,M,France,FRA,2012,London,Handball,Handball Men's Handball,Gold,15
Daniel Narcisse,M,France,FRA,2016,Rio de Janeiro,Handball,Handball Men's Handball,Silver,15
Luc Abalo,M,France,FRA,2012,London,Handball,Handball Men's Handball,Gold,15
Luc Abalo,M,France,FRA,2016,Rio de Janeiro,Handball,Handball Men's Handball,Silver,15
Michal Guigou,M,France,FRA,2012,London,Handball,Handball Men's Handball,Gold,15
Michal Guigou,M,France,FRA,2016,Rio de Janeiro,Handball,Handball Men's Handball,Silver,15
Nikola Karabatic,M,France,FRA,2012,London,Handball,Handball Men's Handball,Gold,15
Nikola Karabatic,M,France,FRA,2016,Rio de Janeiro,Handball,Handball Men's Handball,Silver,15
Thierry Omeyer,M,France,FRA,2012,London,Handball,Handball Men's Handball,Gold,15
Thierry Omeyer,M,France,FRA,2016,Rio de Janeiro,Handball,Handball Men's Handball,Silver,15
Gwon Han-na,F,South Korea,KOR,2012,London,Handball,Handball Women's Handball,No medal,15
Gwon Han-na,F,South Korea,KOR,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,15
Jeong Yu-ra,F,South Korea,KOR,2012,London,Handball,Handball Women's Handball,No medal,15
Jeong Yu-ra,F,South Korea,KOR,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,15
Kim On-a,F,South Korea,KOR,2012,London,Handball,Handball Women's Handball,No medal,15
Kim On-a,F,South Korea,KOR,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,15
Lee Eun-bi,F,South Korea,KOR,2012,London,Handball,Handball Women's Handball,No medal,15
Lee Eun-bi,F,South Korea,KOR,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,15
Sim Hae-in,F,South Korea,KOR,2012,London,Handball,Handball Women's Handball,No medal,15
Sim Hae-in,F,South Korea,KOR,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,15
Wu Seon-hui,F,South Korea,KOR,2012,London,Handball,Handball Women's Handball,No medal,15
Wu Seon-hui,F,South Korea,KOR,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,15
Yu Eun-hui,F,South Korea,KOR,2012,London,Handball,Handball Women's Handball,No medal,15
Yu Eun-hui,F,South Korea,KOR,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,15
Anela Bulatovi,F,Montenegro,MNE,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,15
Bojana (petrovi-),F,Montenegro,MNE,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,15
Jovanka Radievi,F,Montenegro,MNE,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,15
Katarina Bulatovi,F,Montenegro,MNE,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,15
Majda Mehmedovi,F,Montenegro,MNE,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,15
Marija Jovanovi,F,Montenegro,MNE,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,15
Marina Vukevi-raji,F,Montenegro,MNE,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,15
Milena Kneevi-raievi,F,Montenegro,MNE,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,15
Radmila Miljani-petrovi,F,Montenegro,MNE,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,15
Sonja Barjaktarovi,F,Montenegro,MNE,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,15
Suzana Lazovi,F,Montenegro,MNE,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,15
Anna Sedoykina,F,Russia,RUS,2016,Rio de Janeiro,Handball,Handball Women's Handball,Gold,15
Irina Bliznova,F,Russia,RUS,2016,Rio de Janeiro,Handball,Handball Women's Handball,Gold,15
Olga Levina-akopyan,F,Russia,RUS,2016,Rio de Janeiro,Handball,Handball Women's Handball,Gold,15
Viktoriya Zhilinskayte,F,Russia,RUS,2016,Rio de Janeiro,Handball,Handball Women's Handball,Gold,15
Yekaterina Marennikova,F,Russia,RUS,2016,Rio de Janeiro,Handball,Handball Women's Handball,Gold,15
Andreas Nilsson,M,Sweden,SWE,2016,Rio de Janeiro,Handball,Handball Men's Handball,No medal,15
Angelica Walln,F,Sweden,SWE,2012,London,Handball,Handball Women's Handball,No medal,15
Angelica Walln,F,Sweden,SWE,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,15
Bror Karlsson,M,Sweden,SWE,2016,Rio de Janeiro,Handball,Handball Men's Handball,No medal,15
Erik Andersson,M,Sweden,SWE,2016,Rio de Janeiro,Handball,Handball Men's Handball,No medal,15
Fredrik Petersen,M,Sweden,SWE,2016,Rio de Janeiro,Handball,Handball Men's Handball,No medal,15
Isabelle Gulldn,F,Sweden,SWE,2012,London,Handball,Handball Women's Handball,No medal,15
Isabelle Gulldn,F,Sweden,SWE,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,15
Jamina Roberts,F,Sweden,SWE,2012,London,Handball,Handball Women's Handball,No medal,15
