Name,Sport,Event,NOC,Year,Medal,Division
Aleksey Voropayev,Gymnastics,Gymnastics Men's Horizontal Bar,EUN,1992,No medal,1
Aleksey Voropayev,Gymnastics,Gymnastics Men's Horse Vault,EUN,1992,No medal,1
Aleksey Voropayev,Gymnastics,Gymnastics Men's Individual All-Around,EUN,1992,No medal,1
Aleksey Voropayev,Gymnastics,Gymnastics Men's Parallel Bars,EUN,1992,No medal,1
Aleksey Voropayev,Gymnastics,Gymnastics Men's Pommelled Horse,EUN,1992,No medal,1
Aleksey Voropayev,Gymnastics,Gymnastics Men's Rings,EUN,1992,No medal,1
Aleksey Voropayev,Gymnastics,Gymnastics Men's Team All-Around,EUN,1992,Gold,6
Alena (-pavlikov),Athletics,Athletics Women's Marathon,TCH,1992,No medal,1
Alessandra Giungi,Judo,Judo Women's Half-Lightweight,ITA,1992,No medal,1
Alessandra Sensini,Sailing,Sailing Women's Windsurfer,ITA,1992,No medal,1
Alessandro Aimar,Athletics,Athletics Men's 4 x 400 metres Relay,ITA,1992,No medal,4
Alessandro Andrei,Athletics,Athletics Men's Shot Put,ITA,1992,No medal,1
Alessandro Botton,Diving,Diving Men's Platform,ITA,1992,No medal,1
Alessandro Botton,Diving,Diving Men's Springboard,ITA,1992,No medal,1
Alessandro Bovo,Water Polo,Water Polo Men's Water Polo,ITA,1992,Gold,12
Alessandro Campagna,Water Polo,Water Polo Men's Water Polo,ITA,1992,Gold,12
Alessandro Corona,Rowing,Rowing Men's Quadruple Sculls,ITA,1992,Bronze,4
Alessandro Lambruschini,Athletics,"Athletics Men's 3,000 metres Steeplechase",ITA,1992,No medal,1
Alessandro Melli,Football,Football Men's Football,ITA,1992,No medal,16
Alessandro Puccini,Fencing,"Fencing Men's Foil, Team",ITA,1992,No medal,5
Alessandro Rivolta,Archery,Archery Men's Individual,ITA,1992,No medal,1
Alessandro Rivolta,Archery,Archery Men's Team,ITA,1992,No medal,3
Alessia Arisi,Table Tennis,Table Tennis Women's Singles,ITA,1992,No medal,1
Alessio Faustini,Athletics,Athletics Men's Marathon,ITA,1992,No medal,1
Alex Hutchinson,Athletics,Athletics Men's 400 metres Hurdles,CRC,1992,No medal,1
Alex Zaliauskas,Athletics,Athletics Men's High Jump,CAN,1992,No medal,1
Alexander Baba,Boxing,Boxing Men's Flyweight,GHA,1992,No medal,1
Alexander Brandl,Swimming,Swimming Men's 100 metres Butterfly,AUT,1992,No medal,1
Alexander Brandl,Swimming,Swimming Men's 200 metres Butterfly,AUT,1992,No medal,1
Alexander Davidovich,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",ISR,1992,No medal,1
Alexander Dubard,Basketball,Basketball Men's Basketball,VEN,1992,No medal,10
Alexander Koch,Fencing,"Fencing Men's Foil, Team",GER,1992,Gold,5
Alexander Koch,Rowing,Rowing Men's Double Sculls,SUI,1992,No medal,2
Alexander Laureano,Boxing,Boxing Men's Light-Heavyweight,PUR,1992,No medal,1
Alexander Leipold,Wrestling,"Wrestling Men's Welterweight, Freestyle",GER,1992,No medal,1
Alexander Nyarko,Football,Football Men's Football,GHA,1992,Bronze,20
Alexander Rennie,Canoeing,"Canoeing Men's Kayak Singles, Slalom",RSA,1992,No medal,1
Alexander Ruckstuhl,Rowing,Rowing Men's Quadruple Sculls,SUI,1992,No medal,4
Alexander Tchigir,Water Polo,Water Polo Men's Water Polo,EUN,1992,Bronze,13
Alexander Watson,Modern Pentathlon,Modern Pentathlon Men's Individual,AUS,1992,No medal,1
Alexander Watson,Modern Pentathlon,Modern Pentathlon Men's Team,AUS,1992,No medal,3
Alexander Wiratama,Badminton,Badminton Men's Singles,INA,1992,Gold,1
Alexandra (-little),Judo,Judo Women's Middleweight,GER,1992,No medal,1
Alexandra (bernhart-),Canoeing,"Canoeing Women's Kayak Fours, 500 metres",USA,1992,No medal,4
Alexandra Richards,Athletics,Athletics Women's 4 x 400 metres Relay,JAM,1992,No medal,5
Alexandra Richards,Athletics,Athletics Women's 400 metres,JAM,1992,No medal,1
Alexandre Fernandes,Rowing,Rowing Men's Coxed Fours,BRA,1992,No medal,5
Alexandre Samuel,Volleyball,Volleyball Men's Volleyball,BRA,1992,Gold,12
Alexandre Yokochi,Swimming,Swimming Men's 100 metres Breaststroke,POR,1992,No medal,1
Alexandre Yokochi,Swimming,Swimming Men's 200 metres Breaststroke,POR,1992,No medal,1
Alexandro Viligiardi,Gymnastics,Gymnastics Men's Floor Exercise,ITA,1992,No medal,1
Alexandro Viligiardi,Gymnastics,Gymnastics Men's Horizontal Bar,ITA,1992,No medal,1
Alexandro Viligiardi,Gymnastics,Gymnastics Men's Horse Vault,ITA,1992,No medal,1
Alexandro Viligiardi,Gymnastics,Gymnastics Men's Individual All-Around,ITA,1992,No medal,1
Alexandro Viligiardi,Gymnastics,Gymnastics Men's Parallel Bars,ITA,1992,No medal,1
Alexandro Viligiardi,Gymnastics,Gymnastics Men's Pommelled Horse,ITA,1992,No medal,1
Alexandro Viligiardi,Gymnastics,Gymnastics Men's Rings,ITA,1992,No medal,1
Alexandro Viligiardi,Gymnastics,Gymnastics Men's Team All-Around,ITA,1992,No medal,6
Alexandros Nikolopoulos J.,Modern Pentathlon,Modern Pentathlon Men's Individual,GRE,1992,No medal,1
Alexandros Triantafyllidis,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",GRE,1992,No medal,1
Alexandru Britov,Rowing,Rowing Men's Coxed Eights,EUN,1992,No medal,9
Alexandru Buligan,Handball,Handball Men's Handball,ROU,1992,No medal,15
Alexandru Chiculi,Fencing,"Fencing Men's Sabre, Individual",ROU,1992,No medal,1
Alexandru Chiculi,Fencing,"Fencing Men's Sabre, Team",ROU,1992,No medal,5
Alexandru Ciupe,Judo,Judo Men's Half-Middleweight,ROU,1992,No medal,1
Alexandru Popa,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",ROU,1992,No medal,2
Alexei Kogalev,Diving,Diving Men's Springboard,BEL,1992,No medal,1
Alexis Pea,Baseball,Baseball Men's Baseball,DOM,1992,No medal,1
Alexis Rousseau,Water Polo,Water Polo Men's Water Polo,USA,1992,No medal,13
Alfonso Guardia,Shooting,Shooting Mixed Skeet,CHI,1992,No medal,1
Alfonso Lombardero,Gymnastics,Gymnastics Men's Floor Exercise,ESP,1992,No medal,1
Alfonso Lombardero,Gymnastics,Gymnastics Men's Horizontal Bar,ESP,1992,No medal,1
Alfonso Lombardero,Gymnastics,Gymnastics Men's Horse Vault,ESP,1992,No medal,1
Alfonso Lombardero,Gymnastics,Gymnastics Men's Individual All-Around,ESP,1992,No medal,1
Alfonso Lombardero,Gymnastics,Gymnastics Men's Parallel Bars,ESP,1992,No medal,1
Alfonso Lombardero,Gymnastics,Gymnastics Men's Pommelled Horse,ESP,1992,No medal,1
Alfonso Lombardero,Gymnastics,Gymnastics Men's Rings,ESP,1992,No medal,1
Alfonso Muoz,Football,Football Men's Football,ESP,1992,Gold,17
Alfonso Valln,Archery,Archery Men's Individual,ESP,1992,No medal,1
Alfonso Valln,Archery,Archery Men's Team,ESP,1992,Gold,3
Alfred Ebanks,Cycling,Cycling Men's 100 kilometres Team Time Trial,CAY,1992,No medal,4
Alfred Ter-mkrtchyan,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",EUN,1992,Silver,1
Alfredo Hernndez,Wrestling,"Wrestling Men's Flyweight, Freestyle",CUB,1992,No medal,1
Alfredo Jimnez,Sailing,Sailing Mixed Three Person Keelboat,ESP,1992,No medal,3
Ali Akbarnejad,Wrestling,"Wrestling Men's Lightweight, Freestyle",IRI,1992,No medal,1
Ali Al-abed,Cycling,Cycling Men's 100 kilometres Team Time Trial,UAE,1992,No medal,4
Ali Al-abed,Cycling,"Cycling Men's Road Race, Individual",UAE,1992,No medal,1
Ali Al-hadiyah,Football,Football Men's Football,KUW,1992,No medal,19
Ali Arpanah,Weightlifting,Weightlifting Men's Light-Heavyweight,IRI,1992,No medal,1
Ali Bilal,Rowing,Rowing Men's Single Sculls,TUR,1992,No medal,1
Ali Dif,Volleyball,Volleyball Men's Volleyball,ALG,1992,No medal,10
Ali Faudet,Athletics,Athletics Men's 400 metres,CHA,1992,No medal,1
Ali Kayali,Wrestling,"Wrestling Men's Heavyweight, Freestyle",TUR,1992,Bronze,1
Ali Mohamed,Judo,Judo Men's Extra-Lightweight,KUW,1992,No medal,1
Ali Soleimani,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",IRI,1992,No medal,1
Alicia Cortacero,Gymnastics,Gymnastics Women's Balance Beam,ESP,1992,No medal,1
Alicia Cortacero,Gymnastics,Gymnastics Women's Floor Exercise,ESP,1992,No medal,1
Alicia Cortacero,Gymnastics,Gymnastics Women's Horse Vault,ESP,1992,No medal,1
Alicia Cortacero,Gymnastics,Gymnastics Women's Individual All-Around,ESP,1992,No medal,1
Alicia Cortacero,Gymnastics,Gymnastics Women's Team All-Around,ESP,1992,No medal,6
Alicia Cortacero,Gymnastics,Gymnastics Women's Uneven Bars,ESP,1992,No medal,1
Alicja (-graczyk),Swimming,Swimming Women's 100 metres Breaststroke,POL,1992,No medal,1
Alicja (-graczyk),Swimming,Swimming Women's 200 metres Breaststroke,POL,1992,No medal,1
Alicja (-graczyk),Swimming,Swimming Women's 200 metres Individual Medley,POL,1992,No medal,1
Alida Meiland,Rowing,Rowing Women's Quadruple Sculls,NED,1992,No medal,4
Alida Moons,Volleyball,Volleyball Women's Volleyball,NED,1992,No medal,11
Alimata Kon,Athletics,Athletics Women's 4 x 100 metres Relay,CIV,1992,No medal,4
Alimata Kon,Athletics,Athletics Women's 400 metres,CIV,1992,No medal,1
Alina -kreiig),Athletics,Athletics Women's High Jump,ROU,1992,Silver,1
Alina Ivanova,Athletics,Athletics Women's 10 kilometres Walk,EUN,1992,No medal,1
Alioune Diouf,Wrestling,"Wrestling Men's Heavyweight, Freestyle",SEN,1992,No medal,1
Alioune Diouf,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",SEN,1992,No medal,1
Alison (-conaghan),Archery,Archery Women's Individual,GBR,1992,No medal,1
Alison (-conaghan),Archery,Archery Women's Team,GBR,1992,No medal,3
Alison (-ferrier),Athletics,Athletics Women's High Jump,AUS,1992,No medal,1
Alison (-hall),Rowing,Rowing Women's Double Sculls,GBR,1992,No medal,2
Alison (-jackson),Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",CAN,1992,No medal,2
Alison (-jackson),Canoeing,"Canoeing Women's Kayak Fours, 500 metres",CAN,1992,No medal,4
Alison (-nuttall-),Athletics,"Athletics Women's 3,000 metres",GBR,1992,No medal,1
Alison Gordon,Table Tennis,Table Tennis Women's Singles,GBR,1992,No medal,1
Alison Paterson,Rowing,Rowing Women's Coxed Eights,GBR,1992,No medal,9
Alison Peek,Hockey,Hockey Women's Hockey,AUS,1992,No medal,16
Alison Ramsay,Hockey,Hockey Women's Hockey,GBR,1992,Bronze,16
Alison Sheppard,Swimming,Swimming Women's 100 metres Freestyle,GBR,1992,No medal,1
Alison Sheppard,Swimming,Swimming Women's 50 metres Freestyle,GBR,1992,No medal,1
Alison Sydor,Cycling,"Cycling Women's Road Race, Individual",CAN,1992,No medal,1
Alison Thorogood,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",GBR,1992,No medal,4
Alison Thorogood,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",GBR,1992,No medal,1
Alison Townley,Rowing,Rowing Women's Quadruple Sculls,USA,1992,No medal,4
Alison Webb,Judo,Judo Women's Half-Heavyweight,CAN,1992,No medal,1
Alister Allan,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",GBR,1992,No medal,1
Alister Allan,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",GBR,1992,No medal,1
Aliuska Pedroso,Athletics,Athletics Women's 100 metres Hurdles,CUB,1992,No medal,1
Aliuska Pedroso,Athletics,Athletics Women's 4 x 100 metres Relay,CUB,1992,No medal,4
Allan Coulter,Volleyball,Volleyball Men's Volleyball,CAN,1992,No medal,12
Allan Francis,Fencing,"Fencing Men's epee, Team",CAN,1992,No medal,5
Allan Murray,Swimming,Swimming Men's 100 metres Freestyle,BAH,1992,No medal,1
Allan Murray,Swimming,Swimming Men's 50 metres Freestyle,BAH,1992,No medal,1
Allen James,Athletics,Athletics Men's 20 kilometres Walk,USA,1992,No medal,1
Allison (-cavanaugh),Swimming,Swimming Women's 100 metres Freestyle,CAN,1992,No medal,1
Allison (-cavanaugh),Swimming,Swimming Women's 200 metres Freestyle,CAN,1992,No medal,1
Allison (-cavanaugh),Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,CAN,1992,No medal,4
Allison Barnett,Rowing,Rowing Women's Coxless Fours,GBR,1992,No medal,4
Alma Qeramixhi,Athletics,Athletics Women's Heptathlon,ALB,1992,No medal,1
Almudena Martnez,Judo,Judo Women's Half-Lightweight,ESP,1992,Gold,1
Almudena Rivera,Basketball,Basketball Women's Basketball,ESP,1992,No medal,11
Alp Kzlsu,Shooting,Shooting Mixed Trap,TUR,1992,No medal,1
Alpaslan Ayan,Judo,Judo Men's Lightweight,TUR,1992,No medal,1
Alper Kasapolu,Athletics,Athletics Men's Decathlon,TUR,1992,No medal,1
Alpha Savan,Athletics,Athletics Men's 200 metres,GUI,1992,No medal,1
Alpha Savan,Athletics,Athletics Men's 400 metres Hurdles,GUI,1992,No medal,1
Alphonse Matam,Weightlifting,Weightlifting Men's Light-Heavyweight,CMR,1992,No medal,1
Alphonse Munyeshyaka,Athletics,"Athletics Men's 1,500 metres",RWA,1992,No medal,1
Alphonse Nshimiyiama,Cycling,"Cycling Men's Road Race, Individual",RWA,1992,No medal,1
Altagracia Martnez,Judo,Judo Women's Lightweight,DOM,1992,No medal,1
Alvaro Koslowski,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",BRA,1992,No medal,2
Alvaro Koslowski,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",BRA,1992,No medal,2
Alvaro Ramos,Weightlifting,Weightlifting Men's Flyweight,NCA,1992,No medal,1
Alvaro Saenz,Shooting,Shooting Mixed Skeet,CRC,1992,No medal,1
Alvin Daniel,Athletics,Athletics Men's 4 x 400 metres Relay,TTO,1992,No medal,4
Alvin Daniel,Athletics,Athletics Men's 400 metres,TTO,1992,No medal,1
Alvin Haynes,Athletics,Athletics Men's Triple Jump,BAR,1992,No medal,1
Alvydas Pazdrazdis,Basketball,Basketball Men's Basketball,LTU,1992,Bronze,12
Aly Atty,Judo,Judo Men's Middleweight,SEN,1992,No medal,1
Alyson Annan,Hockey,Hockey Women's Hockey,AUS,1992,No medal,16
Amadou Guye,Judo,Judo Men's Half-Middleweight,SEN,1992,No medal,1
Amadou M'baye,Athletics,Athletics Men's 4 x 100 metres Relay,SEN,1992,No medal,4
Amaia Sagarzazu,Handball,Handball Women's Handball,ESP,1992,No medal,14
Amalia Calzavara,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",ITA,1992,No medal,4
Amanda (-barker),Hockey,Hockey Women's Hockey,NZL,1992,No medal,15
Amanda Coetzer,Tennis,Tennis Women's Singles,RSA,1992,No medal,1
Amanda Ferguson,Fencing,"Fencing Women's Foil, Team",GBR,1992,No medal,5
Amanda Taylor,Synchronized Swimming,Synchronized Swimming Women's Duet,RSA,1992,No medal,2
Amanda Taylor,Synchronized Swimming,Synchronized Swimming Women's Solo,RSA,1992,No medal,1
Amara Wichikong,Sailing,Sailing Women's Windsurfer,THA,1992,No medal,1
Amarilys Carmenate,Judo,Judo Women's Extra-Lightweight,CUB,1992,Bronze,1
Amauri Ribeiro,Volleyball,Volleyball Men's Volleyball,BRA,1992,Gold,12
Amaya Beracoetxea,Athletics,Athletics Women's 800 metres,ESP,1992,No medal,1
Amber (-cnossen),Athletics,Athletics Women's High Jump,USA,1992,No medal,1
Amedeo Pomilio,Water Polo,Water Polo Men's Water Polo,ITA,1992,Gold,12
Amer El-manzalawi,Football,Football Men's Football,EGY,1992,No medal,17
Amer Serageldin,Handball,Handball Men's Handball,EGY,1992,No medal,14
Amin Zahir,Fencing,"Fencing Men's Sabre, Team",GBR,1992,No medal,5
Aminata Konat,Athletics,Athletics Women's 100 metres,GUI,1992,No medal,1
Aminath Rishtha,Athletics,Athletics Women's 100 metres,MDV,1992,No medal,1
Amir Azgadhi,Wrestling,"Wrestling Men's Welterweight, Freestyle",IRI,1992,Bronze,1
Amit Inbar,Sailing,Sailing Men's Windsurfer,ISR,1992,No medal,1
Amit Lang,Judo,Judo Men's Extra-Lightweight,ISR,1992,No medal,1
Amos Adekunle,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",NGR,1992,No medal,1
Amro Mohamady,Hockey,Hockey Men's Hockey,EGY,1992,No medal,16
Amro Osman,Hockey,Hockey Men's Hockey,EGY,1992,No medal,16
Amy (-kearney),Rowing,Rowing Women's Coxless Fours,USA,1992,Silver,4
An Han-bong,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",KOR,1992,Gold,1
An Myong-hwa,Gymnastics,Gymnastics Women's Balance Beam,PRK,1992,No medal,1
An Myong-hwa,Gymnastics,Gymnastics Women's Floor Exercise,PRK,1992,No medal,1
An Myong-hwa,Gymnastics,Gymnastics Women's Horse Vault,PRK,1992,No medal,1
An Myong-hwa,Gymnastics,Gymnastics Women's Individual All-Around,PRK,1992,No medal,1
An Myong-hwa,Gymnastics,Gymnastics Women's Team All-Around,PRK,1992,No medal,6
An Myong-hwa,Gymnastics,Gymnastics Women's Uneven Bars,PRK,1992,No medal,1
Ana Alegria,Swimming,Swimming Women's 100 metres Butterfly,POR,1992,No medal,1
Ana Alegria,Swimming,Swimming Women's 100 metres Freestyle,POR,1992,No medal,1
Ana Alvrez,Basketball,Basketball Women's Basketball,CUB,1992,No medal,12
Ana Balchada,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",ESP,1992,No medal,4
Ana Barros,Swimming,Swimming Women's 100 metres Backstroke,POR,1992,No medal,1
Ana Barros,Swimming,Swimming Women's 200 metres Backstroke,POR,1992,No medal,1
Ana Barros,Volleyball,Volleyball Women's Volleyball,BRA,1992,No medal,12
Ana Bascuana,Basketball,Basketball Women's Basketball,ESP,1992,No medal,11
Ana Domingo,Volleyball,Volleyball Women's Volleyball,ESP,1992,No medal,12
Ana Elias,Athletics,"Athletics Women's 1,500 metres",ANG,1992,No medal,1
Ana Elias,Athletics,"Athletics Women's 3,000 metres",ANG,1992,No medal,1
Ana Gutirrez-wittmann,Athletics,Athletics Women's Marathon,ISV,1992,No medal,1
Ana Henkel),Volleyball,Volleyball Women's Volleyball,BRA,1992,No medal,12
Ana Hospital,Table Tennis,Table Tennis Women's Doubles,ESP,1992,No medal,2
Ana Hospital,Table Tennis,Table Tennis Women's Singles,ESP,1992,No medal,1
Ana Mor,Athletics,Athletics Women's 4 x 400 metres Relay,CUB,1992,No medal,4
Ana Mor,Athletics,Athletics Women's 800 metres,CUB,1992,Bronze,1
Ana Moser,Volleyball,Volleyball Women's Volleyball,BRA,1992,No medal,12
Ana Muoz,Diving,Diving Women's Springboard,MEX,1992,No medal,1
Ana Pineda,Swimming,Swimming Women's 100 metres Backstroke,HON,1992,No medal,1
Ana Pineda,Swimming,Swimming Women's 100 metres Butterfly,HON,1992,No medal,1
Ana Pineda,Swimming,Swimming Women's 100 metres Freestyle,HON,1992,No medal,1
Ana Pineda,Swimming,Swimming Women's 200 metres Backstroke,HON,1992,No medal,1
Ana Pineda,Swimming,Swimming Women's 200 metres Individual Medley,HON,1992,No medal,1
Ana Pineda,Swimming,Swimming Women's 50 metres Freestyle,HON,1992,No medal,1
Ana Sanglard,Volleyball,Volleyball Women's Volleyball,BRA,1992,No medal,12
Ana Sousa,Archery,Archery Women's Individual,POR,1992,No medal,1
Ana Velasco,Swimming,Swimming Women's 4 x 100 metres Medley Relay,MEX,1992,No medal,4
Ana Vieira,Volleyball,Volleyball Women's Volleyball,BRA,1992,No medal,12
Anastasios Bavelas,Tennis,Tennis Men's Doubles,GRE,1992,No medal,2
Anastasios Bountouris,Sailing,Sailing Mixed Three Person Keelboat,GRE,1992,No medal,3
Anastasios Papanastasiou,Water Polo,Water Polo Men's Water Polo,GRE,1992,No medal,13
Anatol Jr.,Fencing,"Fencing Men's Foil, Individual",AUT,1992,No medal,1
Anatol Jr.,Fencing,"Fencing Men's Foil, Team",AUT,1992,No medal,5
Anatoly Asrabayev,Shooting,"Shooting Men's Running Target, 10 metres",EUN,1992,Silver,1
Anatoly Filippov,Boxing,Boxing Men's Flyweight,EUN,1992,No medal,1
Anatoly Korbut,Rowing,Rowing Men's Coxed Pairs,EUN,1992,No medal,1
Anatoly Makarevich,Athletics,Athletics Men's 800 metres,EUN,1992,No medal,1
Anatoly Starostin,Modern Pentathlon,Modern Pentathlon Men's Individual,EUN,1992,No medal,1
Anatoly Starostin,Modern Pentathlon,Modern Pentathlon Men's Team,EUN,1992,Silver,3
Anatoly Timoshenko,Equestrian,"Equestrian Mixed Jumping, Individual",EUN,1992,No medal,1
Anatoly Tishchenko,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",EUN,1992,No medal,2
Anatoly Tyurin,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",EUN,1992,No medal,2
Anbal Moreira,Basketball,Basketball Men's Basketball,ANG,1992,No medal,12
Ancel Nalau,Athletics,"Athletics Men's 1,500 metres",VAN,1992,No medal,1
Ancua Goia,Gymnastics,Gymnastics Women's Individual,ROU,1992,No medal,1
Anders (johansson-),Swimming,Swimming Men's 200 metres Freestyle,SWE,1992,Silver,1
Anders (johansson-),Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,SWE,1992,No medal,5
Anders (johansson-),Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,SWE,1992,Silver,4
Anders (johansson-),Swimming,Swimming Men's 400 metres Freestyle,SWE,1992,Bronze,1
Anders Bergstrm,Weightlifting,Weightlifting Men's Super-Heavyweight,SWE,1992,No medal,1
Anders Dahlin,Judo,Judo Men's Lightweight,SWE,1992,No medal,1
Anders Gabrielsson,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",SWE,1992,No medal,1
Anders Gabrielsson,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",SWE,1992,No medal,1
Anders Jrryd,Tennis,Tennis Men's Doubles,SWE,1992,No medal,2
Anders Nielsen,Badminton,Badminton Men's Singles,GBR,1992,No medal,1
Anders Olsson,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",SWE,1992,No medal,1
Andor Szanyi,Weightlifting,Weightlifting Men's Heavyweight I,HUN,1992,No medal,1
Andr Ferreira,Volleyball,Volleyball Men's Volleyball,BRA,1992,Gold,12
Andr Kuhn,Fencing,"Fencing Men's epee, Individual",SUI,1992,No medal,1
Andr Mayounga,Judo,Judo Men's Middleweight,CAF,1992,No medal,1
Andr Sakakini,Equestrian,"Equestrian Mixed Jumping, Individual",EGY,1992,No medal,1
Andr Silva,Athletics,Athletics Men's 100 metres,BRA,1992,No medal,1
Andr Teixeira,Swimming,Swimming Men's 200 metres Butterfly,BRA,1992,No medal,1
Andr Willms,Rowing,Rowing Men's Quadruple Sculls,GER,1992,Gold,4
Andr Wohllebe,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",GER,1992,Gold,4
Andrea (-arnold),Tennis,Tennis Women's Doubles,BRA,1992,No medal,2
Andrea (-arnold),Tennis,Tennis Women's Singles,BRA,1992,No medal,1
Andrea (-rejt),Athletics,Athletics Women's 10 kilometres Walk,HUN,1992,No medal,1
Andrea (-tari),Athletics,Athletics Women's 800 metres,VAN,1992,No medal,1
Andrea (-ziercke),Athletics,Athletics Women's 100 metres,GER,1992,No medal,1
