Name,NOC,Sport,Event,Gold,Silver,Bronze,NoMedal
Austin Smith,RSA,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.026939501825103296
Austin Smith,RSA,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.022123395903930216
Clinton Panther,RSA,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.025354825247156043
Erasmus Pieterse,RSA,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.025354825247156043
Ian Haley,RSA,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.025354825247156043
Jonathan Robinson,RSA,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.025354825247156043
Julian Hykes,RSA,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.025354825247156043
Justin Reid-ross,RSA,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.025354825247156043
Lance Louw,RSA,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.025354825247156043
Lloyd Madsen,RSA,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.025354825247156043
Lloyd Norris-jones,RSA,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.025354825247156043
Marvin Harper,RSA,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.026939501825103296
Marvin Harper,RSA,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.022123395903930216
Rhett Halkett,RSA,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.025354825247156043
Taine Paton,RSA,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.025354825247156043
Thornton Mcdade,RSA,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.026939501825103296
Thornton Mcdade,RSA,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.022123395903930216
Timothy Drummond,RSA,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.025354825247156043
Wade Paton,RSA,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.025354825247156043
Abdoulaye Ba,SEN,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Cheikhou Kouyat,SEN,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Ibrahima Bald,SEN,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Ibrahima Seck,SEN,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Idrissa Gueye,SEN,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Kalidou Yero,SEN,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Magaye Gueye,SEN,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Mohamed Diam,SEN,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Ousmane Man,SEN,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Papa Gueye,SEN,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Pape Konat,SEN,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Pape Souar,SEN,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Sadio Man,SEN,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Saliou Ciss,SEN,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Serigne Mbodj,SEN,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Stphane Badji,SEN,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Zargo Tour,SEN,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Admir Mehmedi,SUI,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Alain Wiss,SUI,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Amir Abrashi,SUI,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Diego Benaglio,SUI,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Fabian Frei,SUI,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Fabian Schr,SUI,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Fabio Daprel,SUI,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Franois Affolter,SUI,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Innocent Emeghara,SUI,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Josip Drmi,SUI,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Michel Morganella,SUI,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Oliver Buff,SUI,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Pajtim Kasami,SUI,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Ricardo Araya,SUI,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Steven Zuber,SUI,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Timm Klose,SUI,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Xavier Hochstrasser,SUI,Football,Football Men's Football,0.0,0.0,0.0,0.01512971898158378
Alexandra Morgan,USA,Football,Football Women's Football,0.0,0.0,0.0,0.014525229307140921
Amy (-shilling),USA,Football,Football Women's Football,0.0,0.0,0.0,0.006639390593094173
Amy Lepeilbet,USA,Football,Football Women's Football,0.0,0.0,0.0,0.014525229307140921
Carli (-hollins),USA,Football,Football Women's Football,0.0,0.0,0.0,0.006639390593094173
Christie Pearce-rampone,USA,Football,Football Women's Football,0.0,0.0,0.0,0.019258044472881843
Christie Pearce-rampone,USA,Football,Football Women's Football,0.0,0.0,0.0,5.230496878251735e-07
Heather (-feeley),USA,Football,Football Women's Football,0.0,0.0,0.0,0.0005653730289153033
Heather (-werry),USA,Football,Football Women's Football,0.0,0.0,0.0,0.0005653730289153033
Hope (-stevens),USA,Football,Football Women's Football,0.0,0.0,0.0,0.006639390593094173
Kelley O'hara,USA,Football,Football Women's Football,0.0,0.0,0.0,0.014525229307140921
Lauren (-holiday),USA,Football,Football Women's Football,0.0,0.0,0.0,0.006639390593094173
Mary Wambach,USA,Football,Football Women's Football,0.0,0.0,0.0,0.0005653730289153033
Megan Rapinoe,USA,Football,Football Women's Football,0.0,0.0,0.0,0.014525229307140921
Rachel Hollebeke),USA,Football,Football Women's Football,0.0,0.0,0.0,0.006639390593094173
Rebecca Sauerbrunn,USA,Football,Football Women's Football,0.0,0.0,0.0,0.014525229307140921
Shannon Boxx,USA,Football,Football Women's Football,0.0,0.0,0.0,0.0005653730289153033
Sydney (-dwyer),USA,Football,Football Women's Football,0.0,0.0,0.0,0.014525229307140921
Tobin Heath,USA,Football,Football Women's Football,0.0,0.0,0.0,0.006639390593094173
Agustn Mazzilli,ARG,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.026939501825103296
Facundo Callioni,ARG,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.026939501825103296
Gonzalo Peillat,ARG,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.026939501825103296
Ignacio Bergner,ARG,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.026939501825103296
Juan Lpez,ARG,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.026939501825103296
Juan Vivaldi,ARG,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.01529146164361116
Lucas Camareri,ARG,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.01529146164361116
Lucas Rey,ARG,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.01529146164361116
Lucas Rossi,ARG,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.026939501825103296
Lucas Vila,ARG,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.026939501825103296
Manuel Brunet,ARG,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.026939501825103296
Matas Paredes,ARG,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.01529146164361116
Matas Vila,ARG,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.003530098517099506
Pedro Ibarra,ARG,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.026939501825103296
Rodrigo Vila,ARG,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.003530098517099506
Santiago Montelli,ARG,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.026939501825103296
Anna Flanagan,AUS,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
Ashleigh Nelson,AUS,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
Casey Eastham-sablowski,AUS,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.023506108147925853
Christopher Ciriello,AUS,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.026817425343209092
Edward Ockenden,AUS,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.023389356787499413
Edward Ockenden,AUS,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.02523992973478503
Emily Smith,AUS,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
Fergus Kavanagh,AUS,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.023389356787499413
Fergus Kavanagh,AUS,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.02523992973478503
Fiona Boyce,AUS,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
Georgia Nanscawen,AUS,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
Glenn Turner,AUS,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.026817425343209092
Hope (brown-),AUS,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.023506108147925853
Jade Close,AUS,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
Jamie Dwyer,AUS,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.015199607234416325
Jamie Dwyer,AUS,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.022013512270587683
Jayde Taylor,AUS,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
Jodie Schulz-kenny,AUS,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
Joel Carroll,AUS,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.026817425343209092
Kate Jenner,AUS,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
Kieran Govers,AUS,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.026817425343209092
Kobie Mcgurk,AUS,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.023506108147925853
Liam Young,AUS,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.015199607234416325
Liam Young,AUS,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.022013512270587683
Madonna Blyth,AUS,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.023506108147925853
Mark Knowles,AUS,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.015199607234416325
Mark Knowles,AUS,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.022013512270587683
Matthew Butturini,AUS,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.026817425343209092
Matthew Gohdes,AUS,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.026817425343209092
Matthew Swann,AUS,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.026817425343209092
Megan Rivers,AUS,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.023506108147925853
Nathan Burgers,AUS,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.026817425343209092
Russell Ford,AUS,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.026817425343209092
Simon Orchard,AUS,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.026817425343209092
Teneal Attard,AUS,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.023506108147925853
Timothy Deavin,AUS,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.026817425343209092
Toni Cronk,AUS,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.01529146164361116
Aisling D'hooghe,BEL,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
Alexandre Saedeleer,BEL,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.026939501825103296
Alix Gerniers,BEL,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
Anne-Sophie Regemortel,BEL,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
Anouk Raes,BEL,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
Barbara Nelen,BEL,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
Benjamin Hove,BEL,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.026939501825103296
Cdric Charlier,BEL,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.023506108147925853
Charlotte Vos,BEL,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
Emilie Sinia,BEL,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
Erica Coppey,BEL,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
Felix Denayer,BEL,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.023506108147925853
Florent Aubel,BEL,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.026939501825103296
Galle Valcke,BEL,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
Gauthier Boccard,BEL,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.026939501825103296
Hlne Delme,BEL,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
Jeffrey Thys,BEL,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.026939501825103296
Jill Boon,BEL,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
John-John Dohmen,BEL,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.023506108147925853
Jrme Dekeyser,BEL,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.023506108147925853
Jrme Truyens,BEL,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.023506108147925853
Judith Vandermeiren,BEL,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
Lieselotte Lindt,BEL,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
Lola Danhaive,BEL,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
Louise Cavenaile,BEL,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
Maxime Luycx,BEL,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.023506108147925853
Simon Gougnard,BEL,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.026939501825103296
Stephanie Groof,BEL,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
Thomas Briels,BEL,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.023506108147925853
Tom Boon,BEL,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.026939501825103296
Vincent Vanasch,BEL,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.026939501825103296
Xavier Reckinger,BEL,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.023506108147925853
Aleksandr Gutor,BLR,Football,Football Men's Football,0.0,0.0,0.0,0.016075326417932766
Aleksey Gavrilovich,BLR,Football,Football Men's Football,0.0,0.0,0.0,0.016075326417932766
Aleksey Kozlov,BLR,Football,Football Men's Football,0.0,0.0,0.0,0.016075326417932766
Andrey Voronkov,BLR,Football,Football Men's Football,0.0,0.0,0.0,0.016075326417932766
Artyom Solovey,BLR,Football,Football Men's Football,0.0,0.0,0.0,0.016075326417932766
Denis Polyakov,BLR,Football,Football Men's Football,0.0,0.0,0.0,0.016075326417932766
Dmitry Baga,BLR,Football,Football Men's Football,0.0,0.0,0.0,0.016075326417932766
Igor Kuzmyonok,BLR,Football,Football Men's Football,0.0,0.0,0.0,0.016075326417932766
Ilya Aleksiyevich,BLR,Football,Football Men's Football,0.0,0.0,0.0,0.016075326417932766
Maksim Skavysh,BLR,Football,Football Men's Football,0.0,0.0,0.0,0.016075326417932766
Mikhail Gordeychuk,BLR,Football,Football Men's Football,0.0,0.0,0.0,0.016075326417932766
Renan Bressan,BLR,Football,Football Men's Football,0.0,0.0,0.0,0.016075326417932766
Sergey Kornilenko,BLR,Football,Football Men's Football,0.0,0.0,0.0,0.016075326417932766
Sergey Politevich,BLR,Football,Football Men's Football,0.0,0.0,0.0,0.016075326417932766
Stanislav Dragun,BLR,Football,Football Men's Football,0.0,0.0,0.0,0.016075326417932766
Yegor Zubovich,BLR,Football,Football Men's Football,0.0,0.0,0.0,0.016075326417932766
Aline Pellegrino,BRA,Football,Football Women's Football,0.0,0.0,0.0,0.0006340233148550023
Aline Pellegrino,BRA,Football,Football Women's Football,0.0,0.0,0.0,0.014726739891027293
Andria Suntaque,BRA,Football,Football Women's Football,0.0,0.0,0.0,5.868764393861054e-07
Andria Suntaque,BRA,Football,Football Women's Football,0.0,0.0,0.0,0.006748165426155632
Andria Suntaque,BRA,Football,Football Women's Football,0.0,0.0,0.0,0.0005437483725164402
Bruna Soares,BRA,Football,Football Women's Football,0.0,0.0,0.0,0.016075326417932766
Cristiane Silva,BRA,Football,Football Women's Football,0.0,0.0,0.0,0.0006340233148550023
Cristiane Silva,BRA,Football,Football Women's Football,0.0,0.0,0.0,0.014726739891027293
Cristiane Silva,BRA,Football,Football Women's Football,0.0,0.0,0.0,0.006373267346924764
Daiane Rodrigues,BRA,Football,Football Women's Football,0.0,0.0,0.0,0.016075326417932766
Ester Santos,BRA,Football,Football Women's Football,0.0,0.0,0.0,0.007402773188785025
Ester Santos,BRA,Football,Football Women's Football,0.0,0.0,0.0,0.01390858767485911
Fabiana Simes,BRA,Football,Football Women's Football,0.0,0.0,0.0,0.007402773188785025
Fabiana Simes,BRA,Football,Football Women's Football,0.0,0.0,0.0,0.01390858767485911
Francielle Alberto,BRA,Football,Football Women's Football,0.0,0.0,0.0,0.007402773188785025
Francielle Alberto,BRA,Football,Football Women's Football,0.0,0.0,0.0,0.01390858767485911
Grazielle Nascimento,BRA,Football,Football Women's Football,0.0,0.0,0.0,0.0006340233148550023
Grazielle Nascimento,BRA,Football,Football Women's Football,0.0,0.0,0.0,0.014726739891027293
Marta Silva,BRA,Football,Football Women's Football,0.0,0.0,0.0,0.0006340233148550023
Marta Silva,BRA,Football,Football Women's Football,0.0,0.0,0.0,0.014726739891027293
Marta Silva,BRA,Football,Football Women's Football,0.0,0.0,0.0,0.006373267346924764
Maurine Gonalves,BRA,Football,Football Women's Football,0.0,0.0,0.0,0.007402773188785025
Maurine Gonalves,BRA,Football,Football Women's Football,0.0,0.0,0.0,0.01390858767485911
Miraildes Mota,BRA,Football,Football Women's Football,0.0,0.0,0.0,3.2393494698177544e-15
Miraildes Mota,BRA,Football,Football Women's Football,0.0,0.0,0.0,0.0005757335708997601
Miraildes Mota,BRA,Football,Football Women's Football,0.0,0.0,0.0,5.031332283679352e-07
Renata Costa,BRA,Football,Football Women's Football,0.0,0.0,0.0,0.0006340233148550023
Renata Costa,BRA,Football,Football Women's Football,0.0,0.0,0.0,0.014726739891027293
Renata Costa,BRA,Football,Football Women's Football,0.0,0.0,0.0,0.006373267346924764
Rosana Augusto,BRA,Football,Football Women's Football,0.0,0.0,0.0,5.868764393861054e-07
Rosana Augusto,BRA,Football,Football Women's Football,0.0,0.0,0.0,0.006748165426155632
Rosana Augusto,BRA,Football,Football Women's Football,0.0,0.0,0.0,0.0005437483725164402
Thas Guedes,BRA,Football,Football Women's Football,0.0,0.0,0.0,0.016075326417932766
rika Santos,BRA,Football,Football Women's Football,0.0,0.0,0.0,0.007402773188785025
rika Santos,BRA,Football,Football Women's Football,0.0,0.0,0.0,0.01390858767485911
Cui Qiuxia,CHN,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
De Jiaojiao,CHN,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
Fu Baorong,CHN,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.01529146164361116
Gao Lihua,CHN,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.01529146164361116
Li Hongxia,CHN,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.023506108147925853
Liang Meiyu,CHN,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
Ma Wei,CHN,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
Ma Yibo,CHN,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.01529146164361116
Peng Yang,CHN,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
Ren Ye,CHN,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.023506108147925853
Song Qingling,CHN,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.023506108147925853
Sun Sinan,CHN,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
Wang Mengyu,CHN,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
Xu Xiaoxu,CHN,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.026939501825103296
Zhang Yimeng,CHN,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.01529146164361116
Zhao Yudiao,CHN,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.023506108147925853
Ahmed El-shenawi,EGY,Football,Football Men's Football,0.0,0.0,0.0,0.016075326417932766
Ahmed Hegazi,EGY,Football,Football Men's Football,0.0,0.0,0.0,0.016075326417932766
Ahmed Ibrahim,EGY,Football,Football Men's Football,0.0,0.0,0.0,0.016075326417932766
Ahmed Mohamed,EGY,Football,Football Men's Football,0.0,0.0,0.0,0.016075326417932766
"Emad ""moteab""",EGY,Football,Football Men's Football,0.0,0.0,0.0,0.016075326417932766
Eslam Rashd,EGY,Football,Football Men's Football,0.0,0.0,0.0,0.016075326417932766
Hossam Abdallah,EGY,Football,Football Men's Football,0.0,0.0,0.0,0.016075326417932766
Mahmoud Alian,EGY,Football,Football Men's Football,0.0,0.0,0.0,0.016075326417932766
Marwan Fahmy,EGY,Football,Football Men's Football,0.0,0.0,0.0,0.016075326417932766
Mohamed Aboutrika,EGY,Football,Football Men's Football,0.0,0.0,0.0,0.016075326417932766
Mohamed El-neny,EGY,Football,Football Men's Football,0.0,0.0,0.0,0.016075326417932766
Mohamed Ghaly,EGY,Football,Football Men's Football,0.0,0.0,0.0,0.016075326417932766
Omar Gaber,EGY,Football,Football Men's Football,0.0,0.0,0.0,0.016075326417932766
Saadeldin Ali,EGY,Football,Football Men's Football,0.0,0.0,0.0,0.016075326417932766
Saleh Gomaa,EGY,Football,Football Men's Football,0.0,0.0,0.0,0.016075326417932766
Shehabeldin Saad,EGY,Football,Football Men's Football,0.0,0.0,0.0,0.016075326417932766
Alastair Wilson,GBR,Hockey,Hockey Men's Hockey,0.0,0.0,0.0,0.023506108147925853
Alexandra Danson,GBR,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.023389356787499413
Alexandra Danson,GBR,Hockey,Hockey Women's Hockey,0.0,0.0,0.0,0.025354825247156043
Alexandra Scott,GBR,Football,Football Women's Football,0.0,0.0,0.0,0.016075326417932766
