NOC,Sport,Event,Division,1992,1996,2000,2004,2008,2012,2016,2020,2024
ALG,Wrestling,Men's Greco-Roman 60kg,1,,,,,,,,0.0,0.0
ALG,Wrestling,Men's Greco-Roman 67kg,1,,,,,,,,0.0,1.0
ALG,Wrestling,Men's Greco-Roman 77kg,1,,,,,,,,0.0,1.0
ALG,Wrestling,Men's Greco-Roman 87kg,1,,,,,,,,0.0,0.0
ALG,Wrestling,Men's Greco-Roman 97kg,1,,,,,,,,0.0,1.0
ALG,Wrestling,Women's Freestyle 50kg,1,,,,,,,,0.0,1.0
ALG,Wrestling,Women's Freestyle 57kg,1,,,,,,,,0.0,1.0
ALG,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
ALG,Wrestling,"Wrestling Men's Flyweight, Freestyle",1,0.0,1.0,,,,,,,
ALG,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,
ALG,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
ALG,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
ALG,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",1,0.0,0.0,1.0,0.0,0.0,1.0,,,
ALG,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,
ALG,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,
AND,Athletics,Athletics Men's 800 metres,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
AND,Athletics,Athletics Men's Marathon,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
AND,Athletics,"Athletics Women's 1,500 metres",1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
AND,Athletics,Athletics Women's 100 metres,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,
AND,Athletics,Athletics Women's High Jump,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AND,Athletics,Men's 3000m Steeplechase,1,,,,,,,,0.0,1.0
AND,Athletics,Men's 800m,1,,,,,,,,0.0,0.0
AND,Canoeing,"Canoeing Women's Kayak Singles, Slalom",1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
AND,Canoeing,Women's Canoe,1,,,,,,,,0.0,
AND,Canoeing,Women's Canoe Single,1,,,,,,,,,0.0
AND,Canoeing,Women's Kayak,1,,,,,,,,0.0,
AND,Canoeing,Women's Kayak Cross,1,,,,,,,,,0.0
AND,Canoeing,Women's Kayak Single,1,,,,,,,,,0.0
AND,Cycling,"Cycling Men's Road Race, Individual",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AND,Judo,Judo Men's Extra-Lightweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AND,Judo,Judo Men's Half-Lightweight,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,
AND,Judo,Judo Men's Middleweight,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
AND,Judo,Judo Women's Half-Middleweight,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
AND,Sailing,Sailing Men's Two Person Dinghy,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AND,Sailing,Sailing Women's Windsurfer,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
AND,Shooting,Shooting Men's Trap,1,,0.0,1.0,1.0,0.0,0.0,0.0,,
AND,Shooting,Shooting Mixed Trap,1,0.0,,,,,,,,
AND,Shooting,"Shooting Women's Air Rifle, 10 metres",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
AND,Swimming,Swimming Men's 200 metres Butterfly,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
AND,Swimming,Swimming Men's 200 metres Freestyle,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
AND,Swimming,Swimming Men's 200 metres Individual Medley,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
AND,Swimming,Swimming Men's 400 metres Freestyle,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
AND,Swimming,Swimming Men's 400 metres Individual Medley,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
AND,Swimming,Swimming Women's 100 metres Backstroke,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
AND,Swimming,Swimming Women's 100 metres Freestyle,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
AND,Swimming,Swimming Women's 200 metres Individual Medley,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
ANG,Athletics,"Athletics Men's 1,500 metres",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ANG,Athletics,Athletics Men's 100 metres,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
ANG,Athletics,Athletics Men's 400 metres,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ANG,Athletics,Athletics Men's 800 metres,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
ANG,Athletics,Athletics Men's Marathon,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
ANG,Athletics,Athletics Men's Triple Jump,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ANG,Athletics,"Athletics Women's 1,500 metres",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ANG,Athletics,Athletics Women's 100 metres,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
ANG,Athletics,Athletics Women's 200 metres,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
ANG,Athletics,"Athletics Women's 3,000 metres",1,0.0,,,,,,,,
ANG,Athletics,Athletics Women's 400 metres,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
ANG,Athletics,Athletics Women's 800 metres,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,
ANG,Athletics,Men's 100m,1,,,,,,,,0.0,1.0
ANG,Basketball,Basketball Men's Basketball,11,0.0,11.0,0.0,0.0,0.0,0.0,0.0,,
ANG,Basketball,Basketball Men's Basketball,12,0.0,0.0,7.0,6.0,7.0,0.0,0.0,,
ANG,Basketball,Basketball Women's Basketball,12,0.0,0.0,0.0,0.0,0.0,12.0,0.0,,
ANG,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,2,,0.0,0.0,0.0,2.0,0.0,0.0,,
ANG,Boxing,Boxing Men's Welterweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ANG,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,
ANG,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
ANG,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",1,,,,,,0.0,0.0,,
ANG,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",1,0.0,0.0,0.0,0.0,1.0,,,,
ANG,Canoeing,Men's Canoe Double 500m,1,,,,,,,,,0.0
ANG,Canoeing,Men's Canoe Single 1000m,1,,,,,,,,0.0,1.0
ANG,Handball,Handball Women's Handball,13,0.0,13.0,7.0,0.0,0.0,0.0,0.0,,
ANG,Handball,Handball Women's Handball,14,0.0,0.0,0.0,0.0,14.0,9.0,0.0,,
ANG,Handball,Handball Women's Handball,15,0.0,0.0,0.0,15.0,0.0,0.0,13.0,,
ANG,Handball,Women,1,,,,,,,,,0.0
ANG,Handball,Women Team,14,,,,,,,,0.0,
ANG,Judo,Judo Men's Extra-Lightweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ANG,Judo,Judo Men's Half-Heavyweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ANG,Judo,Judo Men's Half-Middleweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ANG,Judo,Judo Men's Lightweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ANG,Judo,Judo Women's Middleweight,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
ANG,Judo,Men -66 kg,1,,,,,,,,0.0,1.0
ANG,Judo,Women -57 kg,1,,,,,,,,0.0,0.0
ANG,Rowing,Men's Single Sculls,1,,,,,,,,0.0,1.0
ANG,Rowing,Rowing Men's Lightweight Double Sculls,2,,0.0,0.0,0.0,0.0,0.0,2.0,,
ANG,Sailing,Men's Dinghy,1,,,,,,,,,0.0
ANG,Sailing,Men's Two Person Dinghy - 470 Team,2,,,,,,,,0.0,
ANG,Sailing,Mixed Dinghy,1,,,,,,,,,0.0
ANG,Sailing,Sailing Men's One Person Dinghy,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
ANG,Sailing,Sailing Men's Two Person Dinghy,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,
ANG,Shooting,Shooting Men's Trap,1,,0.0,1.0,0.0,0.0,0.0,0.0,,
ANG,Swimming,Men's 100m Butterfly,1,,,,,,,,0.0,0.0
ANG,Swimming,Men's 100m Freestyle,1,,,,,,,,0.0,1.0
ANG,Swimming,Swimming Men's 100 metres Butterfly,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
ANG,Swimming,Swimming Men's 400 metres Individual Medley,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
ANG,Swimming,Swimming Men's 50 metres Freestyle,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
ANG,Swimming,Swimming Women's 100 metres Breaststroke,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ANG,Swimming,Swimming Women's 100 metres Butterfly,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ANG,Swimming,Swimming Women's 100 metres Freestyle,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
ANG,Swimming,Swimming Women's 200 metres Breaststroke,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
ANG,Swimming,Swimming Women's 50 metres Freestyle,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,
ANG,Swimming,Women's 100m Freestyle,1,,,,,,,,0.0,0.0
ANG,Swimming,Women's 200m Butterfly,1,,,,,,,,0.0,1.0
ANT,Athletics,"Athletics Men's 1,500 metres",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ANT,Athletics,Athletics Men's 100 metres,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,
ANT,Athletics,Athletics Men's 200 metres,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,
ANT,Athletics,Athletics Men's 4 x 100 metres Relay,4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,
ANT,Athletics,Athletics Men's 4 x 400 metres Relay,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,
ANT,Athletics,Athletics Men's 400 metres,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ANT,Athletics,Athletics Men's 800 metres,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ANT,Athletics,Athletics Men's High Jump,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
ANT,Athletics,Athletics Women's 100 metres,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
ANT,Athletics,Athletics Women's 200 metres,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ANT,Athletics,Athletics Women's 4 x 100 metres Relay,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,
ANT,Athletics,Athletics Women's 4 x 400 metres Relay,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,
ANT,Athletics,Athletics Women's 400 metres,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
ANT,Athletics,Athletics Women's High Jump,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
ANT,Athletics,Men's 100m,1,,,,,,,,0.0,0.0
ANT,Athletics,Women's 100m,1,,,,,,,,0.0,0.0
ANT,Boxing,Men's Light (57-63kg),1,,,,,,,,0.0,
ANT,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,
ANT,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
ANT,Cycling,"Cycling Men's 1,000 metres Time Trial",1,0.0,0.0,0.0,0.0,,,,,
ANT,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",1,0.0,0.0,0.0,0.0,0.0,,,,
ANT,Cycling,"Cycling Men's Mountainbike, Cross-Country",1,,0.0,0.0,0.0,0.0,0.0,0.0,,
ANT,Cycling,Cycling Men's Points Race,1,0.0,0.0,0.0,0.0,0.0,,,,
ANT,Cycling,"Cycling Men's Road Race, Individual",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ANT,Sailing,Men's Kite,1,,,,,,,,,0.0
ANT,Sailing,Sailing Men's One Person Dinghy,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ANT,Sailing,Sailing Men's Windsurfer,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ANT,Sailing,Sailing Mixed One Person Dinghy,1,,0.0,0.0,0.0,0.0,,,,
ANT,Sailing,Sailing Mixed Two Person Keelboat,1,0.0,0.0,0.0,,,,,,
ANT,Sailing,Sailing Women's One Person Dinghy,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ANT,Sailing,Women's One Person Dinghy - Laser Radial,1,,,,,,,,0.0,
ANT,Swimming,Men's 100m Breaststroke,1,,,,,,,,0.0,1.0
ANT,Swimming,Men's 100m Freestyle,1,,,,,,,,0.0,0.0
ANT,Swimming,Swimming Men's 200 metres Freestyle,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
ANT,Swimming,Swimming Men's 50 metres Freestyle,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,
ANT,Swimming,Swimming Women's 50 metres Freestyle,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,
ANT,Swimming,Women's 100m Breaststroke,1,,,,,,,,0.0,1.0
ANT,Swimming,Women's 50m Freestyle,1,,,,,,,,0.0,0.0
ARG,Archery,Men's Individual,1,,,,,,,,0.0,1.0
ARG,Athletics,"Athletics Men's 1,500 metres",1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
ARG,Athletics,"Athletics Men's 10,000 metres",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARG,Athletics,Athletics Men's 100 metres,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,
ARG,Athletics,Athletics Men's 20 kilometres Walk,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
ARG,Athletics,Athletics Men's 200 metres,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
ARG,Athletics,"Athletics Men's 3,000 metres Steeplechase",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARG,Athletics,Athletics Men's 400 metres,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
ARG,Athletics,"Athletics Men's 5,000 metres",1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
ARG,Athletics,Athletics Men's 800 metres,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
ARG,Athletics,Athletics Men's Decathlon,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
ARG,Athletics,Athletics Men's Discus Throw,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,
ARG,Athletics,Athletics Men's Hammer Throw,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
ARG,Athletics,Athletics Men's Javelin Throw,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,
ARG,Athletics,Athletics Men's Marathon,1,0.0,1.0,1.0,0.0,0.0,1.0,3.0,,
ARG,Athletics,Athletics Men's Pole Vault,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
ARG,Athletics,Athletics Men's Shot Put,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
ARG,Athletics,"Athletics Women's 10,000 metres",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARG,Athletics,Athletics Women's 100 metres Hurdles,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
ARG,Athletics,"Athletics Women's 3,000 metres Steeplechase",1,,,,,0.0,0.0,1.0,,
ARG,Athletics,"Athletics Women's 5,000 metres",1,,0.0,1.0,0.0,0.0,0.0,0.0,,
ARG,Athletics,Athletics Women's 800 metres,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
ARG,Athletics,Athletics Women's Discus Throw,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,
ARG,Athletics,Athletics Women's Hammer Throw,1,,,0.0,1.0,0.0,0.0,0.0,,
ARG,Athletics,Athletics Women's High Jump,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
ARG,Athletics,Athletics Women's Javelin Throw,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
ARG,Athletics,Athletics Women's Long Jump,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
ARG,Athletics,Athletics Women's Marathon,1,0.0,1.0,0.0,1.0,0.0,1.0,2.0,,
ARG,Athletics,Athletics Women's Pole Vault,1,,,0.0,0.0,0.0,0.0,0.0,,
ARG,Athletics,Men's 400m,1,,,,,,,,0.0,1.0
ARG,Athletics,Men's Hammer Throw,1,,,,,,,,0.0,1.0
ARG,Athletics,Men's Marathon,1,,,,,,,,0.0,0.0
ARG,Athletics,Men's Pole Vault,1,,,,,,,,0.0,0.0
ARG,Athletics,Men's Shot Put,1,,,,,,,,0.0,1.0
ARG,Athletics,Women's 3000m Steeplechase,1,,,,,,,,0.0,0.0
ARG,Athletics,Women's Marathon,1,,,,,,,,0.0,2.0
ARG,Basketball,Basketball Men's Basketball,12,0.0,12.0,0.0,10.0,6.0,4.0,7.0,,
ARG,Basketball,Men Team,12,,,,,,,,0.0,
ARG,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,2,,0.0,2.0,0.0,0.0,0.0,0.0,,
ARG,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,2,,0.0,0.0,0.0,0.0,2.0,1.0,,
ARG,Beach Volleyball,Men Team,2,,,,,,,,0.0,
ARG,Beach Volleyball,Women Team,2,,,,,,,,0.0,
ARG,Boxing,Boxing Men's Bantamweight,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,
ARG,Boxing,Boxing Men's Featherweight,1,0.0,1.0,1.0,1.0,0.0,,,,
ARG,Boxing,Boxing Men's Flyweight,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,
ARG,Boxing,Boxing Men's Heavyweight,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
ARG,Boxing,Boxing Men's Light-Flyweight,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
ARG,Boxing,Boxing Men's Light-Heavyweight,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
ARG,Boxing,Boxing Men's Light-Middleweight,1,0.0,1.0,0.0,,,,,,
ARG,Boxing,Boxing Men's Light-Welterweight,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
ARG,Boxing,Boxing Men's Lightweight,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,
ARG,Boxing,Boxing Men's Middleweight,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,
ARG,Boxing,Boxing Men's Welterweight,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,
ARG,Boxing,Men's Feather (52-57kg),1,,,,,,,,0.0,
ARG,Boxing,Men's Fly (48-52kg),1,,,,,,,,0.0,
ARG,Boxing,Men's Middle (69-75kg),1,,,,,,,,0.0,
ARG,Boxing,Men's Welter (63-69kg),1,,,,,,,,0.0,
ARG,Boxing,Women's Light (57-60kg),1,,,,,,,,0.0,
ARG,Canoeing,"Canoeing Men's Canadian Singles, Slalom",1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
ARG,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",2,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,
ARG,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",2,,,,,,0.0,0.0,,
ARG,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",2,0.0,2.0,0.0,0.0,0.0,,,,
ARG,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,
ARG,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,
ARG,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",1,,,,,,0.0,1.0,,
ARG,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",1,0.0,1.0,0.0,0.0,1.0,,,,
ARG,Canoeing,"Canoeing Men's Kayak Singles, Slalom",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARG,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,
ARG,Canoeing,"Canoeing Women's Kayak Singles, 200 metres",1,,,,,,0.0,1.0,,
ARG,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,
ARG,Canoeing,Men's Kayak,1,,,,,,,,0.0,
ARG,Canoeing,Men's Kayak Single 1000m,1,,,,,,,,0.0,0.0
ARG,Canoeing,Men's Kayak Single 200m,1,,,,,,,,0.0,
ARG,Canoeing,Women's Kayak Single 200m,1,,,,,,,,0.0,
ARG,Canoeing,Women's Kayak Single 500m,1,,,,,,,,0.0,0.0
ARG,Cycling,"Cycling Men's 1,000 metres Time Trial",1,0.0,1.0,0.0,0.0,,,,,
ARG,Cycling,Cycling Men's BMX,1,,,,,0.0,1.0,1.0,,
ARG,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",1,0.0,1.0,0.0,0.0,0.0,,,,
ARG,Cycling,Cycling Men's Individual Time Trial,1,,0.0,0.0,0.0,1.0,0.0,1.0,,
ARG,Cycling,Cycling Men's Madison,1,,,0.0,1.0,0.0,,,,
ARG,Cycling,"Cycling Men's Mountainbike, Cross-Country",1,,0.0,1.0,1.0,1.0,1.0,0.0,,
ARG,Cycling,Cycling Men's Omnium,1,,,,,,0.0,0.0,,
ARG,Cycling,Cycling Men's Points Race,1,0.0,1.0,0.0,0.0,0.0,,,,
ARG,Cycling,"Cycling Men's Road Race, Individual",1,0.0,2.0,0.0,0.0,3.0,1.0,2.0,,
ARG,Cycling,Cycling Men's Sprint,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARG,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",4,0.0,4.0,1.0,0.0,0.0,0.0,0.0,,
ARG,Cycling,Cycling Women's BMX,1,,,,,0.0,0.0,1.0,,
ARG,Cycling,"Cycling Women's Mountainbike, Cross-Country",1,,0.0,1.0,0.0,0.0,0.0,0.0,,
ARG,Cycling BMX Freestyle,Men's Park,1,,,,,,,,0.0,1.0
ARG,Cycling BMX Racing,Men,1,,,,,,,,0.0,2.0
ARG,Cycling Mountain Bike,Women's Cross-country,1,,,,,,,,0.0,0.0
ARG,Cycling Road,Men's Road Race,1,,,,,,,,0.0,0.0
ARG,Diving,Diving Women's Platform,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARG,Diving,Diving Women's Springboard,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
ARG,Equestrian,"Equestrian Mixed Jumping, Individual",1,0.0,4.0,1.0,3.0,1.0,1.0,3.0,,
ARG,Equestrian,"Equestrian Mixed Jumping, Team",4,0.0,4.0,0.0,4.0,0.0,0.0,4.0,,
ARG,Equestrian,"Equestrian Mixed Three-Day Event, Individual",1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
ARG,Equestrian,Jumping Individual,1,,,,,,,,0.0,1.0
ARG,Equestrian,Jumping Team,4,,,,,,,,0.0,0.0
ARG,Fencing,"Fencing Men's Foil, Individual",1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
ARG,Fencing,"Fencing Men's Sabre, Individual",1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
ARG,Fencing,"Fencing Men's epee, Individual",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARG,Fencing,"Fencing Women's Foil, Individual",1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,
ARG,Fencing,"Fencing Women's Foil, Team",3,0.0,3.0,0.0,,0.0,0.0,,,
ARG,Fencing,"Fencing Women's Sabre, Individual",1,,,,0.0,0.0,1.0,0.0,,
ARG,Fencing,Men's Sabre Individual,1,,,,,,,,0.0,1.0
ARG,Fencing,Women's Sabre Individual,1,,,,,,,,0.0,0.0
ARG,Football,Football Men's Football,16,0.0,0.0,0.0,16.0,0.0,0.0,16.0,,
ARG,Football,Football Men's Football,18,0.0,18.0,0.0,0.0,18.0,0.0,0.0,,
ARG,Football,Football Women's Football,15,,0.0,0.0,0.0,15.0,0.0,0.0,,
ARG,Football,Men,1,,,,,,,,,0.0
ARG,Football,Men Team,22,,,,,,,,0.0,
ARG,Golf,Golf Men's Individual,1,,,,,,,0.0,,
ARG,Golf,Men's Individual Stroke Play,1,,,,,,,,0.0,2.0
ARG,Golf,Women's Individual Stroke Play,1,,,,,,,,0.0,0.0
ARG,Gymnastics,Gymnastics Men's Floor Exercise,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
ARG,Gymnastics,Gymnastics Men's Horizontal Bar,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,
ARG,Gymnastics,Gymnastics Men's Horse Vault,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
ARG,Gymnastics,Gymnastics Men's Individual All-Around,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
ARG,Gymnastics,Gymnastics Men's Parallel Bars,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
ARG,Gymnastics,Gymnastics Men's Pommelled Horse,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
ARG,Gymnastics,Gymnastics Men's Rings,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
ARG,Gymnastics,Gymnastics Women's Balance Beam,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,
ARG,Gymnastics,Gymnastics Women's Floor Exercise,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,
ARG,Gymnastics,Gymnastics Women's Horse Vault,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,
ARG,Gymnastics,Gymnastics Women's Individual All-Around,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,
ARG,Gymnastics,Gymnastics Women's Uneven Bars,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,
ARG,Gymnastics,Women's All-Around,1,,,,,,,,0.0,0.0
ARG,Gymnastics,Women's Balance Beam,1,,,,,,,,0.0,0.0
ARG,Gymnastics,Women's Floor Exercise,1,,,,,,,,0.0,0.0
ARG,Gymnastics,Women's Uneven Bars,1,,,,,,,,0.0,0.0
ARG,Gymnastics,Women's Vault,1,,,,,,,,0.0,0.0
ARG,Handball,Handball Men's Handball,14,0.0,0.0,0.0,0.0,0.0,0.0,14.0,,
ARG,Handball,Handball Men's Handball,15,0.0,0.0,0.0,0.0,0.0,15.0,0.0,,
ARG,Handball,Handball Women's Handball,15,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,
ARG,Handball,Men,1,,,,,,,,,0.0
ARG,Handball,Men Team,16,,,,,,,,0.0,
ARG,Hockey,Hockey Men's Hockey,16,0.0,10.0,12.0,4.0,0.0,10.0,0.0,,
